config	inst	time	count	best	spr	hv	gd	
nsga20k2x	I3	423867	66	0.0242	0.7950	0.4134	0.0125	
nsga20k2x	I3	418474	70	0.0242	0.6438	0.3958	0.0099	
nsga20k2x	I3	423762	87	0.0081	0.7036	0.3982	0.0103	
nsga20k2x	I3	418844	63	0.0645	0.6182	0.4215	0.0089	
nsga20k2x	I3	425177	76	0.0000	0.7021	0.3947	0.0097	
nsga20k2x	I3	423240	73	0.0242	0.6646	0.4139	0.0094	
nsga20k2x	I3	422608	69	0.0323	0.5953	0.4230	0.0069	
nsga20k2x	I3	422441	79	0.0081	0.6409	0.3911	0.0098	
nsga20k2x	I3	422432	73	0.0242	0.5784	0.4236	0.0074	
nsga20k2x	I3	422917	67	0.0161	0.9319	0.4095	0.0302	
nsga20k2x	I3	419720	72	0.0242	0.6021	0.4197	0.0089	
nsga20k2x	I3	421008	80	0.0000	0.6530	0.4020	0.0090	
nsga20k2x	I3	421955	71	0.0242	0.5947	0.4031	0.0087	
nsga20k2x	I3	420760	75	0.0161	0.6992	0.4146	0.0102	
nsga20k2x	I3	422158	63	0.0161	0.6769	0.4128	0.0100	
nsga20k2x	I3	420420	69	0.0242	0.7165	0.4114	0.0085	
nsga20k2x	I3	422486	63	0.0081	0.7243	0.4233	0.0107	
nsga20k2x	I3	421193	61	0.0161	0.6862	0.4151	0.0112	
nsga20k2x	I3	422872	77	0.0081	0.5917	0.3917	0.0102	
nsga20k2x	I3	421459	73	0.0161	0.5847	0.4132	0.0083	
nsga20k2x	I3	421425	60	0.0323	0.6656	0.4105	0.0106	
nsga20k2x	I3	421457	66	0.0242	0.6478	0.4239	0.0080	
nsga20k2x	I3	420567	76	0.0081	0.6445	0.4108	0.0093	
nsga20k2x	I3	424275	70	0.0726	0.7581	0.4246	0.0105	
nsga20k2x	I3	423483	81	0.0000	0.8021	0.3833	0.0189	
nsga20k2x	I3	420990	79	0.0000	0.6269	0.3919	0.0098	
nsga20k2x	I3	422673	71	0.0000	0.6772	0.3958	0.0102	
nsga20k2x	I3	422592	60	0.0403	0.7434	0.4136	0.0193	
nsga20k2x	I3	427195	69	0.0161	0.6147	0.4084	0.0091	
nsga20k2x	I3	427678	69	0.0161	0.8983	0.4001	0.0203	
nsga20k2x	I3	426906	75	0.0161	0.7808	0.4090	0.0200	
nsga20k2x	I3	422629	63	0.0081	0.6036	0.4007	0.0109	
nsga20k2x	I3	422964	63	0.0403	0.8626	0.4250	0.0301	
nsga20k2x	I3	422406	68	0.0161	0.6896	0.4143	0.0113	
nsga20k2x	I3	420109	75	0.0161	0.6652	0.4051	0.0111	
nsga20k2x	I3	423367	74	0.0403	0.6785	0.4124	0.0095	
nsga20k2x	I3	422566	73	0.0081	0.6207	0.4050	0.0088	
nsga20k2x	I3	423176	70	0.0081	0.6511	0.4113	0.0092	
nsga20k2x	I3	422750	70	0.0081	0.6706	0.3986	0.0108	
nsga20k2x	I3	420608	82	0.0081	0.7556	0.4015	0.0124	
nsga20k2x	I3	420543	58	0.0000	0.6057	0.4159	0.0114	
nsga20k2x	I3	422168	72	0.0323	0.7521	0.4102	0.0105	
nsga20k2x	I3	423861	77	0.0161	0.6440	0.3999	0.0091	
nsga20k2x	I3	423389	81	0.0161	0.6769	0.4020	0.0115	
nsga20k2x	I3	421773	66	0.0887	0.7052	0.4514	0.0061	
nsga20k2x	I3	420204	69	0.0081	0.5877	0.4000	0.0103	
nsga20k2x	I4	204530	117	0.0000	0.5874	0.4772	0.0037	
nsga20k2x	I4	204615	112	0.0230	0.6227	0.4817	0.0037	
nsga20k2x	I4	203725	117	0.0287	0.6480	0.4905	0.0031	
nsga20k2x	I4	203917	114	0.0345	0.6321	0.4912	0.0034	
nsga20k2x	I4	203689	118	0.0287	0.6361	0.4900	0.0030	
nsga20k2x	I4	204120	120	0.0345	0.5906	0.4918	0.0028	
nsga20k2x	I4	203954	115	0.0287	0.5215	0.4925	0.0028	
nsga20k2x	I4	203637	110	0.0230	0.5574	0.4891	0.0033	
nsga20k2x	I4	204773	108	0.0172	0.6237	0.4873	0.0032	
nsga20k2x	I4	203970	105	0.0402	0.5944	0.4880	0.0032	
nsga20k2x	I4	203429	109	0.0000	0.6376	0.4819	0.0033	
nsga20k2x	I4	203047	113	0.0460	0.5752	0.4936	0.0028	
nsga20k2x	I4	203334	111	0.0230	0.6200	0.4883	0.0033	
nsga20k2x	I4	203772	120	0.0230	0.5812	0.4925	0.0028	
nsga20k2x	I4	204130	120	0.0172	0.5537	0.4861	0.0030	
nsga20k2x	I4	203862	120	0.0172	0.5615	0.4882	0.0032	
nsga20k2x	I4	203193	114	0.0000	0.5550	0.4811	0.0035	
nsga20k2x	I4	203009	113	0.0230	0.6100	0.4862	0.0032	
nsga20k2x	I4	203601	117	0.0057	0.5617	0.4788	0.0033	
nsga20k2x	I4	203648	114	0.0287	0.5718	0.4926	0.0027	
nsga20k2x	I4	204291	120	0.0575	0.5948	0.4893	0.0034	
nsga20k2x	I4	203270	107	0.0172	0.5736	0.4870	0.0033	
nsga20k2x	I4	204149	115	0.0230	0.5820	0.4904	0.0029	
nsga20k2x	I4	203929	108	0.0230	0.6355	0.4883	0.0035	
nsga20k2x	I4	203633	119	0.0230	0.6312	0.4875	0.0037	
nsga20k2x	I4	203913	117	0.0057	0.5796	0.4855	0.0034	
nsga20k2x	I4	204827	112	0.0057	0.6049	0.4870	0.0033	
nsga20k2x	I4	202901	120	0.0115	0.6070	0.4918	0.0028	
nsga20k2x	I4	204345	110	0.0115	0.6229	0.4855	0.0036	
nsga20k2x	I4	204017	106	0.0575	0.6322	0.4984	0.0026	
nsga20k2x	I4	204390	111	0.0230	0.6539	0.4863	0.0035	
nsga20k2x	I4	202770	108	0.0460	0.6303	0.4907	0.0033	
nsga20k2x	I4	204927	115	0.0172	0.6130	0.4911	0.0030	
nsga20k2x	I4	204301	110	0.0057	0.6164	0.4873	0.0033	
nsga20k2x	I4	203742	101	0.0230	0.6357	0.4981	0.0034	
nsga20k2x	I4	202861	114	0.0057	0.5122	0.4795	0.0036	
nsga20k2x	I4	204027	102	0.0115	0.6168	0.4853	0.0035	
nsga20k2x	I4	204033	117	0.0172	0.6453	0.4903	0.0029	
nsga20k2x	I4	203466	120	0.0115	0.5803	0.4835	0.0033	
nsga20k2x	I4	203520	113	0.0000	0.5807	0.4859	0.0032	
nsga20k2x	I4	204359	120	0.0172	0.5236	0.4877	0.0029	
nsga20k2x	I4	204431	117	0.0172	0.6584	0.4917	0.0030	
nsga20k2x	I4	202820	118	0.0230	0.6071	0.4867	0.0034	
nsga20k2x	I4	203096	117	0.0402	0.6091	0.4951	0.0024	
nsga20k2x	I4	203512	114	0.0000	0.5882	0.4854	0.0031	
nsga20k2x	I4	202746	119	0.0172	0.5859	0.4909	0.0027	
nsga20k2x	I4	203437	119	0.0115	0.6003	0.4820	0.0033	
nsga20k2x	I4	204370	109	0.0172	0.6136	0.4868	0.0033	
nsga20k2x	I4	203566	114	0.0057	0.5297	0.4841	0.0035	
nsga20k2x	I4	203376	110	0.0115	0.5768	0.4843	0.0035	
nsga20k2x	I5	89373	84	0.0000	0.5952	0.5166	0.0043	
nsga20k2x	I5	89211	88	0.0253	0.5471	0.5312	0.0033	
nsga20k2x	I5	89392	88	0.0316	0.6032	0.5212	0.0039	
nsga20k2x	I5	89388	88	0.0570	0.5957	0.5359	0.0031	
nsga20k2x	I5	89025	88	0.0253	0.5667	0.5259	0.0040	
nsga20k2x	I5	89067	88	0.0127	0.5129	0.5268	0.0041	
nsga20k2x	I5	89503	78	0.0316	0.5935	0.5311	0.0034	
nsga20k2x	I5	89425	87	0.0190	0.5604	0.5259	0.0036	
nsga20k2x	I5	89605	88	0.0127	0.5809	0.5250	0.0039	
nsga20k2x	I5	89376	87	0.0380	0.5885	0.5343	0.0039	
nsga20k2x	I5	89436	86	0.0063	0.6049	0.5238	0.0037	
nsga20k2x	I5	89375	87	0.0063	0.5553	0.5235	0.0040	
nsga20k2x	I5	89147	88	0.0253	0.5477	0.5279	0.0039	
nsga20k2x	I5	89292	88	0.0063	0.5370	0.5295	0.0036	
nsga20k2x	I5	89371	85	0.0443	0.5873	0.5317	0.0031	
nsga20k2x	I5	89317	85	0.0127	0.5472	0.5256	0.0035	
nsga20k2x	I5	88973	88	0.0063	0.5540	0.5218	0.0039	
nsga20k2x	I5	89528	88	0.0253	0.6133	0.5293	0.0034	
nsga20k2x	I5	89345	88	0.0316	0.5477	0.5256	0.0039	
nsga20k2x	I5	89515	85	0.0127	0.5883	0.5205	0.0040	
nsga20k2x	I5	89953	86	0.0127	0.5584	0.5228	0.0039	
nsga20k2x	I5	89080	88	0.0506	0.4900	0.5375	0.0030	
nsga20k2x	I5	88722	88	0.0063	0.5101	0.5237	0.0038	
nsga20k2x	I5	89124	88	0.0190	0.5385	0.5319	0.0032	
nsga20k2x	I5	88654	87	0.0063	0.5457	0.5215	0.0036	
nsga20k2x	I5	89244	88	0.0253	0.5740	0.5316	0.0033	
nsga20k2x	I5	88960	88	0.0253	0.5519	0.5247	0.0033	
nsga20k2x	I5	89663	86	0.0316	0.6315	0.5351	0.0031	
nsga20k2x	I5	88850	76	0.0253	0.6539	0.5304	0.0041	
nsga20k2x	I5	88670	87	0.0000	0.5573	0.5190	0.0040	
nsga20k2x	I5	88986	88	0.0443	0.5994	0.5347	0.0037	
nsga20k2x	I5	89250	86	0.0190	0.5614	0.5309	0.0032	
nsga20k2x	I5	89517	87	0.0127	0.5671	0.5279	0.0041	
nsga20k2x	I5	89381	88	0.0063	0.5163	0.5191	0.0039	
nsga20k2x	I5	89151	88	0.0253	0.6378	0.5286	0.0038	
nsga20k2x	I5	89498	88	0.0190	0.6506	0.5252	0.0036	
nsga20k2x	I5	89022	85	0.0127	0.5922	0.5254	0.0038	
nsga20k2x	I5	89100	88	0.0063	0.5570	0.5243	0.0034	
nsga20k2x	I5	88813	88	0.0443	0.5347	0.5237	0.0034	
nsga20k2x	I5	88193	88	0.0380	0.5999	0.5314	0.0035	
nsga20k2x	I5	88993	87	0.0000	0.5338	0.5219	0.0042	
nsga20k2x	I5	88690	86	0.0190	0.5990	0.5277	0.0035	
nsga20k2x	I5	88682	88	0.0063	0.6189	0.5260	0.0036	
nsga20k2x	I5	88445	88	0.0190	0.5489	0.5279	0.0040	
nsga20k2x	I5	88782	88	0.0316	0.5802	0.5254	0.0035	
nsga20k2x	I5	88669	88	0.0000	0.5127	0.5259	0.0037	
nsga20k2x	I5	88864	86	0.0127	0.5272	0.5216	0.0039	
nsga20k2x	I5	89189	88	0.0253	0.5076	0.5311	0.0034	
nsga20k2x	I5	89080	88	0.0190	0.5759	0.5335	0.0031	
nsga20k2x	I5	90800	84	0.0063	0.6651	0.5256	0.0036	
nsga50k2x	I0	217681	80	0.0034	0.5630	0.4857	0.0042	
nsga50k2x	I0	215489	80	0.0205	0.5153	0.4913	0.0031	
nsga50k2x	I0	215006	80	0.0137	0.5001	0.4858	0.0037	
nsga50k2x	I0	214917	80	0.0307	0.4785	0.4933	0.0037	
nsga50k2x	I0	211710	80	0.0273	0.4688	0.4933	0.0030	
nsga50k2x	I0	211381	80	0.0171	0.6304	0.4956	0.0049	
nsga50k2x	I0	210849	80	0.0307	0.5187	0.4881	0.0041	
nsga50k2x	I0	210886	80	0.0102	0.5379	0.4886	0.0037	
nsga50k2x	I0	209508	80	0.0171	0.5258	0.4888	0.0040	
nsga50k2x	I0	210289	80	0.0375	0.4997	0.4994	0.0026	
nsga50k2x	I0	210576	80	0.0205	0.5847	0.4927	0.0041	
nsga50k2x	I0	210099	80	0.0239	0.5279	0.4913	0.0033	
nsga50k2x	I0	210372	80	0.0102	0.4482	0.4881	0.0044	
nsga50k2x	I0	210916	80	0.0034	0.5056	0.4878	0.0034	
nsga50k2x	I0	210774	80	0.0205	0.4793	0.4914	0.0025	
nsga50k2x	I0	211387	80	0.0205	0.5084	0.4884	0.0040	
nsga50k2x	I0	209233	80	0.0307	0.4178	0.4910	0.0036	
nsga50k2x	I0	209212	80	0.0239	0.4902	0.4855	0.0031	
nsga50k2x	I0	209946	78	0.0307	0.5102	0.4854	0.0043	
nsga50k2x	I0	210767	80	0.0205	0.4441	0.4941	0.0031	
nsga50k2x	I0	209793	80	0.0068	0.4815	0.4846	0.0033	
nsga50k2x	I0	209910	80	0.0273	0.5283	0.4908	0.0031	
nsga50k2x	I0	209797	80	0.0102	0.5229	0.4873	0.0035	
nsga50k2x	I0	209710	80	0.0273	0.5652	0.4885	0.0036	
nsga50k2x	I0	209670	78	0.0205	0.4809	0.4895	0.0037	
nsga50k2x	I0	210456	80	0.0239	0.5075	0.4973	0.0030	
nsga50k2x	I0	210744	80	0.0102	0.4681	0.4867	0.0043	
nsga50k2x	I0	210855	80	0.0205	0.5728	0.4857	0.0057	
nsga50k2x	I0	211160	80	0.0205	0.4764	0.4872	0.0036	
nsga50k2x	I0	211217	80	0.0239	0.5221	0.4949	0.0029	
nsga50k2x	I0	210112	80	0.0137	0.5272	0.4733	0.0054	
nsga50k2x	I0	211123	80	0.0341	0.5855	0.4962	0.0036	
nsga50k2x	I0	211276	80	0.0546	0.6059	0.4942	0.0070	
nsga50k2x	I0	209497	80	0.0273	0.5435	0.4966	0.0036	
nsga50k2x	I0	209231	80	0.0102	0.4669	0.4846	0.0044	
nsga50k2x	I0	211417	80	0.0171	0.4996	0.4904	0.0035	
nsga50k2x	I0	210071	80	0.0307	0.5805	0.4940	0.0035	
nsga50k2x	I0	210087	80	0.0137	0.5334	0.4863	0.0036	
nsga50k2x	I0	211372	80	0.0137	0.7071	0.4848	0.0096	
nsga50k2x	I0	210112	80	0.0205	0.7119	0.4916	0.0055	
nsga50k2x	I0	209362	80	0.0068	0.4732	0.4812	0.0038	
nsga50k2x	I0	209334	80	0.0239	0.5016	0.4924	0.0034	
nsga50k2x	I0	210961	80	0.0171	0.5901	0.4860	0.0045	
nsga50k2x	I0	209843	80	0.0102	0.4755	0.4840	0.0036	
nsga50k2x	I0	210263	80	0.0171	0.4741	0.4920	0.0037	
nsga50k2x	I0	210909	80	0.0171	0.5204	0.4897	0.0037	
nsga50k2x	I0	210218	80	0.0068	0.6210	0.4913	0.0046	
nsga50k2x	I0	210726	80	0.0273	0.6458	0.4886	0.0049	
nsga50k2x	I0	210242	80	0.0171	0.5214	0.4916	0.0042	
nsga50k2x	I0	209600	80	0.0171	0.4729	0.4858	0.0032	
nsga50k2x	I1	1217704	125	0.0421	0.5705	0.5073	0.0026	
nsga50k2x	I1	1216065	132	0.0187	0.6803	0.5019	0.0027	
nsga50k2x	I1	1214969	122	0.0234	0.5848	0.5040	0.0026	
nsga50k2x	I1	1215978	121	0.0327	0.6293	0.5073	0.0029	
nsga50k2x	I1	1216121	133	0.0187	0.5939	0.5011	0.0028	
nsga50k2x	I1	1237829	127	0.0187	0.6290	0.5020	0.0028	
nsga50k2x	I1	1225715	130	0.0280	0.6344	0.5059	0.0024	
nsga50k2x	I1	1218214	139	0.0187	0.6248	0.5075	0.0024	
nsga50k2x	I1	1215869	127	0.0467	0.6670	0.5123	0.0024	
nsga50k2x	I1	1214724	129	0.0093	0.5722	0.5028	0.0027	
nsga50k2x	I1	1212626	137	0.0093	0.6146	0.5019	0.0026	
nsga50k2x	I1	1217483	119	0.0280	0.6213	0.5101	0.0029	
nsga50k2x	I1	1219903	140	0.0000	0.5746	0.4973	0.0028	
nsga50k2x	I1	1218850	115	0.0234	0.5871	0.5057	0.0029	
nsga50k2x	I1	1220264	130	0.0047	0.6642	0.5011	0.0029	
nsga50k2x	I1	1215320	124	0.0140	0.6414	0.5022	0.0027	
nsga50k2x	I1	1215247	140	0.0093	0.6731	0.5008	0.0028	
nsga50k2x	I1	1216212	117	0.0234	0.6044	0.5024	0.0029	
nsga50k2x	I1	1216562	117	0.0467	0.6382	0.5095	0.0027	
nsga50k2x	I1	1111478	127	0.0234	0.6263	0.5052	0.0026	
nsga50k2x	I1	794942	136	0.0280	0.6280	0.5046	0.0024	
nsga50k2x	I1	793302	132	0.0187	0.6295	0.5032	0.0024	
nsga50k2x	I1	794421	129	0.0187	0.5979	0.5051	0.0025	
nsga50k2x	I1	798724	129	0.0140	0.5981	0.5032	0.0026	
nsga50k2x	I1	796134	137	0.0093	0.6415	0.5060	0.0025	
nsga50k2x	I1	793532	117	0.0140	0.5999	0.5050	0.0025	
nsga50k2x	I1	796915	123	0.0140	0.5925	0.5073	0.0025	
nsga50k2x	I1	796283	121	0.0140	0.6486	0.5060	0.0030	
nsga50k2x	I1	796346	126	0.0187	0.5843	0.5082	0.0026	
nsga50k2x	I1	796772	120	0.0374	0.5801	0.5102	0.0024	
nsga50k2x	I1	794747	151	0.0093	0.5906	0.4945	0.0028	
nsga50k2x	I1	794547	132	0.0140	0.5915	0.5035	0.0027	
nsga50k2x	I1	792438	128	0.0234	0.5639	0.5049	0.0026	
nsga50k2x	I1	794713	122	0.0234	0.5862	0.5026	0.0027	
nsga50k2x	I1	795320	135	0.0234	0.6455	0.5074	0.0024	
nsga50k2x	I1	792027	143	0.0047	0.6174	0.5017	0.0025	
nsga50k2x	I1	795863	119	0.0140	0.6458	0.5035	0.0026	
nsga50k2x	I1	796786	133	0.0280	0.5801	0.5004	0.0028	
nsga50k2x	I1	792156	123	0.0421	0.6189	0.5097	0.0023	
nsga50k2x	I1	794483	122	0.0234	0.6816	0.5039	0.0028	
nsga50k2x	I1	795341	123	0.0234	0.6632	0.5071	0.0025	
nsga50k2x	I1	1042085	135	0.0093	0.5909	0.5002	0.0027	
nsga50k2x	I1	1055210	141	0.0187	0.6223	0.5070	0.0024	
nsga50k2x	I1	810165	126	0.0187	0.6372	0.5022	0.0027	
nsga50k2x	I1	794914	127	0.0187	0.7134	0.5021	0.0036	
nsga50k2x	I1	793952	125	0.0187	0.6452	0.5049	0.0023	
nsga50k2x	I1	796247	133	0.0234	0.6678	0.5081	0.0025	
nsga50k2x	I1	792920	128	0.0093	0.6454	0.5035	0.0030	
nsga50k2x	I1	795396	125	0.0140	0.6437	0.5038	0.0026	
nsga50k2x	I1	801012	132	0.0140	0.7045	0.5002	0.0037	
nsga50k2x	I2	1468859	86	0.0157	0.7211	0.4789	0.0067	
nsga50k2x	I2	1445585	89	0.0157	0.6875	0.4741	0.0064	
nsga50k2x	I2	1443455	90	0.0157	0.6388	0.4582	0.0078	
nsga50k2x	I2	1443046	75	0.0315	0.5827	0.4886	0.0057	
nsga50k2x	I2	1444302	87	0.0236	0.6746	0.4817	0.0060	
nsga50k2x	I2	1441469	76	0.0157	0.6036	0.4752	0.0061	
nsga50k2x	I2	1445998	101	0.0157	0.7851	0.4657	0.0077	
nsga50k2x	I2	1408173	79	0.0000	0.6859	0.4731	0.0061	
nsga50k2x	I2	1387449	80	0.0236	0.6814	0.4707	0.0063	
nsga50k2x	I2	1391524	77	0.0079	0.6878	0.4635	0.0072	
nsga50k2x	I2	1388402	85	0.0079	0.6692	0.4644	0.0066	
nsga50k2x	I2	1392942	78	0.0315	0.6651	0.4841	0.0055	
nsga50k2x	I2	1424884	72	0.0315	0.6666	0.4820	0.0065	
nsga50k2x	I2	1391799	71	0.0394	0.6310	0.4876	0.0079	
nsga50k2x	I2	1389320	83	0.0157	0.8094	0.4752	0.0128	
nsga50k2x	I2	1389558	68	0.0079	0.7303	0.4698	0.0092	
nsga50k2x	I2	1387821	80	0.0157	0.6105	0.4829	0.0062	
nsga50k2x	I2	1412978	84	0.0079	0.6265	0.4614	0.0069	
nsga50k2x	I2	1415074	81	0.0157	0.5909	0.4905	0.0060	
nsga50k2x	I2	1421230	82	0.0236	0.6226	0.4668	0.0068	
nsga50k2x	I2	1418616	76	0.0551	0.6754	0.4833	0.0063	
nsga50k2x	I2	1414045	78	0.0079	0.6276	0.4730	0.0057	
nsga50k2x	I2	1414988	88	0.0000	0.7686	0.4685	0.0064	
nsga50k2x	I2	1416814	83	0.0394	0.7509	0.4748	0.0076	
nsga50k2x	I2	1137910	71	0.0315	0.6867	0.4799	0.0063	
nsga50k2x	I2	923939	92	0.0236	0.6958	0.4758	0.0063	
nsga50k2x	I2	923268	80	0.0079	0.6521	0.4657	0.0076	
nsga50k2x	I2	925830	87	0.0079	0.7024	0.4660	0.0066	
nsga50k2x	I2	924780	81	0.0000	0.6597	0.4670	0.0067	
nsga50k2x	I2	922472	73	0.0157	0.6319	0.4729	0.0065	
nsga50k2x	I2	925352	70	0.0472	0.7542	0.4752	0.0078	
nsga50k2x	I2	926914	83	0.0157	0.6555	0.4709	0.0064	
nsga50k2x	I2	924941	77	0.0236	0.6494	0.4715	0.0060	
nsga50k2x	I2	924630	75	0.0551	0.7139	0.4961	0.0054	
nsga50k2x	I2	925658	87	0.0079	0.6514	0.4675	0.0062	
nsga50k2x	I2	923910	77	0.0079	0.6717	0.4667	0.0067	
nsga50k2x	I2	922852	84	0.0236	0.7107	0.4629	0.0077	
nsga50k2x	I2	924555	78	0.0394	0.7050	0.4810	0.0064	
nsga50k2x	I2	922361	76	0.0079	0.7365	0.4729	0.0073	
nsga50k2x	I2	923190	88	0.0079	0.6729	0.4613	0.0062	
nsga50k2x	I2	923361	74	0.0236	0.7568	0.4758	0.0092	
nsga50k2x	I2	926076	75	0.0551	0.6545	0.4865	0.0060	
nsga50k2x	I2	969786	85	0.0079	0.6565	0.4673	0.0073	
nsga50k2x	I2	1313816	89	0.0079	0.6243	0.4621	0.0066	
nsga50k2x	I2	1017938	75	0.0079	0.6160	0.4728	0.0067	
nsga50k2x	I2	925977	86	0.0236	0.6890	0.4674	0.0067	
nsga50k2x	I2	924941	96	0.0079	0.6052	0.4703	0.0059	
nsga50k2x	I2	923234	76	0.0315	0.6653	0.4786	0.0091	
nsga50k2x	I2	925195	70	0.0394	0.6376	0.4691	0.0073	
nsga50k2x	I2	927903	74	0.0079	0.7582	0.4697	0.0090	
nsga50k2x	I3	803454	129	0.0159	0.6906	0.4603	0.0039	
nsga50k2x	I3	696706	140	0.0040	0.7298	0.4522	0.0045	
nsga50k2x	I3	697049	127	0.0080	0.6604	0.4462	0.0046	
nsga50k2x	I3	693329	123	0.0120	0.9630	0.4610	0.0164	
nsga50k2x	I3	693677	116	0.0359	0.6487	0.4625	0.0040	
nsga50k2x	I3	695151	119	0.0040	0.6089	0.4453	0.0050	
nsga50k2x	I3	695121	122	0.0398	0.7257	0.4688	0.0059	
nsga50k2x	I3	697050	116	0.0279	0.6058	0.4587	0.0043	
nsga50k2x	I3	696760	130	0.0398	0.6224	0.4682	0.0037	
nsga50k2x	I3	693725	128	0.0199	0.6838	0.4686	0.0048	
nsga50k2x	I3	698509	134	0.0120	0.7449	0.4484	0.0071	
nsga50k2x	I3	698869	117	0.0199	0.8441	0.4563	0.0118	
nsga50k2x	I3	697426	134	0.0199	0.6612	0.4535	0.0044	
nsga50k2x	I3	698949	128	0.0359	0.7454	0.4706	0.0043	
nsga50k2x	I3	692072	126	0.0239	0.6332	0.4507	0.0043	
nsga50k2x	I3	697438	129	0.0199	0.7054	0.4613	0.0042	
nsga50k2x	I3	692381	133	0.0199	0.6688	0.4593	0.0039	
nsga50k2x	I3	699206	110	0.0398	0.6312	0.4623	0.0045	
nsga50k2x	I3	693791	125	0.0120	0.6738	0.4560	0.0047	
nsga50k2x	I3	696094	123	0.0398	0.7467	0.4646	0.0040	
nsga50k2x	I3	693977	123	0.0279	0.6994	0.4597	0.0049	
nsga50k2x	I3	699764	115	0.0319	0.7989	0.4663	0.0087	
nsga50k2x	I3	697630	115	0.0199	0.6735	0.4537	0.0049	
nsga50k2x	I3	695513	125	0.0120	0.6717	0.4582	0.0046	
nsga50k2x	I3	693007	115	0.0279	0.6150	0.4551	0.0043	
nsga50k2x	I3	695309	126	0.0199	0.6076	0.4601	0.0040	
nsga50k2x	I3	695867	120	0.0120	0.7340	0.4648	0.0044	
nsga50k2x	I3	697362	138	0.0040	0.7241	0.4595	0.0044	
nsga50k2x	I3	697984	125	0.0159	0.9529	0.4568	0.0142	
nsga50k2x	I3	697466	119	0.0159	0.6825	0.4579	0.0051	
nsga50k2x	I3	698877	125	0.0159	0.9849	0.4623	0.0161	
nsga50k2x	I3	691311	110	0.0080	0.5903	0.4530	0.0053	
nsga50k2x	I3	697618	106	0.0319	0.7061	0.4629	0.0052	
nsga50k2x	I3	696362	122	0.0199	0.6940	0.4593	0.0040	
nsga50k2x	I3	693229	127	0.0598	0.6864	0.4680	0.0040	
nsga50k2x	I3	696351	122	0.0199	0.6535	0.4557	0.0042	
nsga50k2x	I3	698762	109	0.0159	0.6606	0.4595	0.0045	
nsga50k2x	I3	692957	136	0.0080	0.6620	0.4453	0.0039	
nsga50k2x	I3	697267	118	0.0040	0.5676	0.4491	0.0046	
nsga50k2x	I3	698703	125	0.0199	0.7742	0.4559	0.0067	
nsga50k2x	I3	696339	121	0.0120	0.6991	0.4554	0.0049	
nsga50k2x	I3	696022	114	0.0359	0.6326	0.4606	0.0040	
nsga50k2x	I3	696262	124	0.0000	0.6415	0.4530	0.0051	
nsga50k2x	I3	698227	132	0.0159	0.6677	0.4516	0.0045	
nsga50k2x	I3	695429	117	0.0159	0.6129	0.4530	0.0047	
nsga50k2x	I3	697366	122	0.0120	0.6848	0.4532	0.0047	
nsga50k2x	I3	694655	125	0.0279	0.6915	0.4560	0.0045	
nsga50k2x	I3	696058	117	0.0120	0.5957	0.4486	0.0046	
nsga50k2x	I3	698888	113	0.0159	0.6700	0.4617	0.0047	
nsga50k2x	I3	695403	111	0.0120	0.7004	0.4490	0.0065	
nsga50k2x	I4	490195	120	0.0329	0.5145	0.5152	0.0014	
nsga50k2x	I4	486996	120	0.0033	0.4751	0.5040	0.0023	
nsga50k2x	I4	475935	120	0.0066	0.5474	0.5056	0.0022	
nsga50k2x	I4	477883	119	0.0197	0.5329	0.5109	0.0017	
nsga50k2x	I4	476394	120	0.0132	0.4782	0.5076	0.0020	
nsga50k2x	I4	477086	120	0.0066	0.4973	0.5057	0.0019	
nsga50k2x	I4	477702	119	0.0164	0.4707	0.5109	0.0016	
nsga50k2x	I4	478959	120	0.0132	0.5152	0.5061	0.0021	
nsga50k2x	I4	476731	120	0.0164	0.4677	0.5071	0.0020	
nsga50k2x	I4	476094	120	0.0033	0.4909	0.5035	0.0022	
nsga50k2x	I4	475955	120	0.0230	0.5062	0.5079	0.0021	
nsga50k2x	I4	475368	120	0.0197	0.4687	0.5087	0.0018	
nsga50k2x	I4	478593	119	0.0066	0.5165	0.5050	0.0021	
nsga50k2x	I4	477357	120	0.0066	0.5138	0.5089	0.0018	
nsga50k2x	I4	479550	120	0.0197	0.4908	0.5055	0.0021	
nsga50k2x	I4	477356	120	0.0461	0.4924	0.5099	0.0017	
nsga50k2x	I4	477555	120	0.0066	0.5145	0.5031	0.0024	
nsga50k2x	I4	478441	120	0.0362	0.4894	0.5110	0.0015	
nsga50k2x	I4	475548	118	0.0164	0.4833	0.5080	0.0019	
nsga50k2x	I4	475901	120	0.0329	0.4330	0.5107	0.0018	
nsga50k2x	I4	477346	120	0.0066	0.4988	0.5040	0.0023	
nsga50k2x	I4	477785	119	0.0296	0.5254	0.5109	0.0017	
nsga50k2x	I4	486932	120	0.0197	0.4864	0.5086	0.0016	
nsga50k2x	I4	486104	120	0.0164	0.4893	0.5098	0.0016	
nsga50k2x	I4	487952	117	0.0132	0.5038	0.5080	0.0017	
nsga50k2x	I4	486811	120	0.0362	0.4777	0.5093	0.0021	
nsga50k2x	I4	488320	120	0.0197	0.4996	0.5102	0.0019	
nsga50k2x	I4	487893	120	0.0362	0.4388	0.5128	0.0015	
nsga50k2x	I4	488628	120	0.0461	0.4675	0.5139	0.0013	
nsga50k2x	I4	489981	120	0.0230	0.4852	0.5124	0.0014	
